Wed Aug  6 23:01:12 2025    output.prof

         20307161 function calls (20296670 primitive calls) in 75.552 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      2/1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2375(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_time.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1315(getLogger)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/lib/_iotools.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:822(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/base64.py:1(<module>)
      355    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:247(_register_at_fork_reinit_lock)
       60    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:238(<lambda>)
      135    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:64(from_float)
      255    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/imp/gltf2_io_user_extensions.py:5(import_user_extensions)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_toolsystem_toolbar.py:1348(_defs_sculpt)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:579(_get_mixins_)
      271    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_data_speaker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/pose_library/keymaps.py:1(<module>)
      416    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/_machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/representer.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:426(validate)
      108    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:675(__getitem__)
      104    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        9    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/cycles/ui.py:77(node_panel)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/anim.py:1(<module>)
      235    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:82(groups)
      658    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/node_add_menu_shader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_data_metaball.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_vnode.py:190(get_node_trs)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:268(getuntil)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/shutil.py:1385(get_terminal_size)
      121    0.000    0.000    0.000    0.000 {built-in method bpy.props.EnumProperty}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/lib/_histograms_impl.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_material.py:59(set_double_sided)
       30    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_vnode.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tempfile.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       88    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:1199(_parse_octet)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/rigidbody.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:842(_hash_add)
       81    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       17    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/bpy_types.py:1012(append)
       30    0.000    0.000    0.000    0.000 {method 'keys' of 'bpy_prop_collection' objects}
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:437(<listcomp>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:338(normpath)
       60    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io_constants.py:74(num_elements)
      179    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:169(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/records.py:1(<module>)
      683    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_data_modifier.py:16(ModifierAddMenu)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_data_lightprobe.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_gltf.py:101(pre_compute)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/glob.py:99(_glob0)
       56    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       30    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/bpy_types.py:1215(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:637(_hash_fn)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/bpy_extras/extensions/junction_module.py:54(JunctionModuleHandle)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/imp/gltf2_io_binary.py:204(get_image_data)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generate_data.py:608(add_default_obj)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/lib/mixins.py:1(<module>)
      246    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1278(__eq__)
      122    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/addon_utils.py:637(_initialize_extension_repos_post)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:937(_missing_)
        5    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_node.py:1170(node_panel)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_animation_weight.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1403(_clear_cache)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/glob.py:26(iglob)
       21    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/bpy_types.py:225(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_mesh_uv_layout/__init__.py:227(register)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/struct.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/emitter.py:580(prepare_tag)
       75    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_collection.py:1(<module>)
      336    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/object_quick_effects.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
      331    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:626(_find_new_)
       60    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:212(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compat_pickle.py:1(<module>)
        5    0.000    0.000    0.000    0.000 generate_data.py:132(translate_object)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/glob.py:188(_isdir)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:820(<lambda>)
      265    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/overrides.py:105(array_function_dispatch)
      714    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      103    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/file.py:1(<module>)
        5    0.000    0.000    0.000    0.000 generate_data.py:445(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2338(__new__)
       51    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/resolver.py:143(resolve)
      102    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/bpy/ops.py:77(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:853(_addHandlerRef)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:836(_removeHandlerRef)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/emitter.py:392(expect_first_block_mapping_key)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_workspace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/sequencer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/node_add_menu_texture.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:1616(_make_netmask)
       70    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/emitter.py:120(need_more_events)
      159    0.000    0.000    0.000    0.000 /usr/lib/python3.10/glob.py:96(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/pose_library/pose_creation.py:38(PoseCreationParams)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_data_grease_pencil.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/bpy_types.py:904(__setattr__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/addon_utils.py:608(_extension_dirpath_from_preferences)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1549(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/memmap.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/numeric.py:2690(extend_all)
      361    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_distributor_init.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/blender/imp/gltf2_blender_vnode.py:409(pick_bind_pose)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:590(_find_data_type)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:1740(_parse_hextet)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_data_lattice.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2249(<dictcomp>)
      127    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1053(<genexpr>)
      336    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_curve_svg/__init__.py:51(register)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/datetime.py:1214(time)
      105    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_console.py:1(<module>)
      152    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io_constants.py:8(ComponentType)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/lib/mixins.py:61(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/generic_ui_list.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:1026(_decompose)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/scanner.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/clip.py:535(CLIP_OT_setup_tracking_scene)
       30    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/imp/gltf2_io_gltf.py:136(load_chunk)
       15    0.000    0.000    0.000    0.000 {built-in method _bpy.ops.poll}
      532    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/view3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_toolsystem_toolbar.py:2811(VIEW3D_PT_tools_active)
       48    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      331    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_toolsystem_toolbar.py:2169(_defs_gpencil_edit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:945(Path)
       96    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:619(isstring)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:801(__init__)
        2    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/dumper.py:47(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/presets.py:291(AddPresetCamera)
        2    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/emitter.py:214(expect_document_end)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/argparse.py:1824(_add_action)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/argparse.py:1844(parse_args)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/cycles/properties.py:298(update_render_passes)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.10/signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/argparse.py:1851(parse_known_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compression.py:1(<module>)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:928(fix_flags)
       15    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:771(<lambda>)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:12(_is_descriptor)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
        5    0.000    0.000    0.000    0.000 generate_data.py:115(<listcomp>)
       55    0.000    0.000    0.000    0.000 {method 'to_quaternion' of 'Matrix' objects}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/console.py:1(<module>)
      105    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:33(_is_sunder)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:518(decorating_function)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/object.py:299(ShapeTransfer)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/node_add_menu.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:140(basename)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/_endian.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/emitter.py:788(flush_stream)
       75    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/io_scene_gltf2/io/com/gltf2_io.py:429(__init__)
     20/9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/freestyle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/image.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/argparse.py:1661(_add_action)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1143(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gettext.py:211(_expand_lang)
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/yaml/emitter.py:854(write_single_quoted)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:722(_get_field)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/space_dopesheet.py:48(DopesheetFilterPopoverBase)
       84    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/rigidbody.py:202(ConnectRigidBodies)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/pose_library/keymaps.py:12(register)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:110(register)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:150(dirname)
       21    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/overrides.py:22(get_array_function_like_doc)
      202    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2280(_signature_from_function)
      122    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/argparse.py:1552(_get_optional_kwargs)
       36    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/lib/_datasource.py:1(<module>)
     20/9    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/mesh.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_operators/uvcalc_lightmap.py:1(<module>)
       19    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/modules/bpy_types.py:1001(_dyn_owner_apply)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/startup/bl_ui/properties_physics_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/bpy/4.0/scripts/addons/cycles/operators.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       42    0.000    0.000    0.000    0.000 /home/vikhyat/3D-Data-Generation/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:102(_float_conv)
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:156(_split_optional_netmask)
